Species,MaternalLine,SeedlingID,InoculationDate,ScoringDate,Flecking,Chlorosis,Necrosis,ActiveSpores,Coverage,ImmuneResponse
Melaleuca quinquenervia,NSW1079722,1103,3/02/2026,24/02/2026,Y,N,Y,N,79,R
Melaleuca quinquenervia,NSW1079722,1111,3/02/2026,24/02/2026,N,N,N,Mix,96,MS
Melaleuca quinquenervia,NSW1079723,1118,3/02/2026,24/02/2026,N,Y,N,UR,24,HR
Melaleuca quinquenervia,NSW1079723,1120,3/02/2026,24/02/2026,Y,N,Y,R,47,MS
Melaleuca quinquenervia,NSW1079723,1124,3/02/2026,24/02/2026,N,Y,N,R,32,R
Melaleuca quinquenervia,NSW1079723,1125,3/02/2026,24/02/2026,Y,Y,N,N,55,MS
Melaleuca quinquenervia,NSW1079723,1127,3/02/2026,24/02/2026,N,Y,Y,UR,16,S
Melaleuca quinquenervia,NSW1079724,1129,3/02/2026,24/02/2026,N,Y,Y,N,3,R
Melaleuca quinquenervia,NSW1079724,1130,3/02/2026,24/02/2026,N,N,Y,R,64,R
Melaleuca quinquenervia,NSW1079724,1131,3/02/2026,24/02/2026,N,N,Y,N,6,R
Melaleuca quinquenervia,NSW1079724,1132,3/02/2026,24/02/2026,Y,Y,Y,R,53,HR
Melaleuca quinquenervia,NSW1079724,1133,3/02/2026,24/02/2026,N,N,N,N,0,HR
Melaleuca quinquenervia,NSW1079724,1134,3/02/2026,24/02/2026,Y,Y,N,R,90,HR
Melaleuca quinquenervia,NSW1079724,1135,3/02/2026,24/02/2026,Y,N,N,R,0,MS
Melaleuca quinquenervia,NSW1079724,1138,3/02/2026,24/02/2026,Y,Y,Y,UR,65,R
Melaleuca quinquenervia,NSW1079724,1140,3/02/2026,24/02/2026,Y,Y,N,UR,85,MS
Melaleuca quinquenervia,NSW1079725,1143,3/02/2026,24/02/2026,Y,Y,Y,N,21,R
Melaleuca quinquenervia,NSW1079725,1147,3/02/2026,24/02/2026,N,N,Y,Mix,25,R
Melaleuca quinquenervia,NSW1079726,1154,3/02/2026,24/02/2026,Y,Y,Y,N,72,HR
Melaleuca quinquenervia,NSW1079726,1155,3/02/2026,24/02/2026,Y,N,N,Mix,59,HR
Melaleuca quinquenervia,NSW1079726,1156,3/02/2026,24/02/2026,N,Y,Y,Mix,11,HR
Melaleuca quinquenervia,NSW1079726,1159,3/02/2026,24/02/2026,Y,Y,Y,N,62,MS
Melaleuca quinquenervia,NSW1079726,1160,3/02/2026,24/02/2026,N,Y,N,UR,76,R
Melaleuca quinquenervia,NSW1079726,1161,3/02/2026,24/02/2026,N,N,N,Mix,62,MS
Melaleuca quinquenervia,NSW1079726,1162,3/02/2026,24/02/2026,N,Y,N,UR,75,MS
Melaleuca quinquenervia,NSW1079726,1163,3/02/2026,24/02/2026,Y,N,N,R,81,R
Melaleuca quinquenervia,NSW1079726,1164,3/02/2026,24/02/2026,Y,N,N,N,47,MS
Melaleuca quinquenervia,NSW1079727,1172,3/02/2026,24/02/2026,Y,Y,N,Mix,87,HR
Melaleuca quinquenervia,NSW1079728,1177,3/02/2026,24/02/2026,Y,N,Y,UR,89,MS
Melaleuca quinquenervia,NSW1079728,1179,3/02/2026,24/02/2026,N,Y,Y,UR,16,R
Melaleuca quinquenervia,NSW1079728,1185,3/02/2026,24/02/2026,Y,N,Y,N,87,MS
Melaleuca quinquenervia,NSW1079729,1189,3/02/2026,24/02/2026,Y,N,N,Mix,39,S
Melaleuca quinquenervia,NSW1079729,1193,3/02/2026,24/02/2026,Y,N,N,N,56,R
Melaleuca quinquenervia,NSW1079729,1194,3/02/2026,24/02/2026,N,Y,N,Mix,83,R
Melaleuca quinquenervia,NSW1079729,1200,3/02/2026,24/02/2026,Y,Y,N,UR,31,R
Melaleuca quinquenervia,NSW1079730,1202,3/02/2026,24/02/2026,N,N,N,Mix,39,HR
Melaleuca quinquenervia,NSW1079730,1203,3/02/2026,24/02/2026,Y,N,N,UR,1,HR
Melaleuca quinquenervia,NSW1079730,1205,3/02/2026,24/02/2026,Y,N,Y,R,52,HR
Melaleuca quinquenervia,NSW1079730,1210,3/02/2026,24/02/2026,N,N,N,UR,38,MS
Melaleuca quinquenervia,NSW1079731,1213,3/02/2026,24/02/2026,Y,N,N,N,52,R
Melaleuca quinquenervia,NSW1079731,1215,3/02/2026,24/02/2026,N,N,N,R,95,MS
Melaleuca quinquenervia,NSW1079731,1217,3/02/2026,24/02/2026,N,N,Y,Mix,35,HR
Melaleuca quinquenervia,NSW1079731,1219,3/02/2026,24/02/2026,N,N,Y,UR,38,MS
Melaleuca quinquenervia,NSW1079731,1223,3/02/2026,24/02/2026,Y,Y,N,N,84,R
Melaleuca quinquenervia,NSW1079731,1225,3/02/2026,24/02/2026,N,N,N,R,80,MS
Melaleuca quinquenervia,NSW1079731,1227,3/02/2026,24/02/2026,N,Y,N,UR,5,S
Melaleuca quinquenervia,NSW1079732,1237,3/02/2026,24/02/2026,N,Y,N,Mix,90,R
Melaleuca quinquenervia,NSW1079732,1238,3/02/2026,24/02/2026,Y,N,Y,Mix,42,R
Melaleuca quinquenervia,NSW1079732,1243,3/02/2026,24/02/2026,Y,N,N,R,89,R
Melaleuca quinquenervia,NSW1079732,1245,3/02/2026,24/02/2026,N,N,N,R,81,HR
Melaleuca quinquenervia,NSW1079732,1247,3/02/2026,24/02/2026,N,N,Y,Mix,65,HR
Melaleuca quinquenervia,NSW1079732,1248,3/02/2026,24/02/2026,Y,Y,Y,N,52,HR
Melaleuca quinquenervia,NSW1079733,1249,3/02/2026,24/02/2026,N,N,Y,UR,96,MS
Melaleuca quinquenervia,NSW1079733,1255,3/02/2026,24/02/2026,N,N,N,N,18,R
Melaleuca quinquenervia,NSW1079733,1256,3/02/2026,24/02/2026,N,N,N,Mix,65,MS
Melaleuca quinquenervia,NSW1079733,1257,3/02/2026,24/02/2026,Y,N,Y,R,92,MS
Melaleuca quinquenervia,NSW1079735,1276,3/02/2026,24/02/2026,N,Y,N,Mix,37,R
Melaleuca quinquenervia,NSW1079735,1278,3/02/2026,24/02/2026,N,N,Y,Mix,60,MS
Melaleuca quinquenervia,NSW1079735,1280,3/02/2026,24/02/2026,N,Y,Y,Mix,74,HR
Melaleuca quinquenervia,NSW1079735,1284,3/02/2026,24/02/2026,N,N,Y,UR,83,MS
Melaleuca quinquenervia,NSW1079736,1285,3/02/2026,24/02/2026,Y,Y,N,N,66,R
Melaleuca quinquenervia,NSW1079736,1287,3/02/2026,24/02/2026,N,N,N,N,90,MS
Melaleuca quinquenervia,NSW1079736,1289,3/02/2026,24/02/2026,Y,N,N,UR,0,S
Melaleuca quinquenervia,NSW1079736,1290,3/02/2026,24/02/2026,Y,N,N,UR,63,R
Melaleuca quinquenervia,NSW1079736,1291,3/02/2026,24/02/2026,N,Y,Y,N,97,R
Melaleuca quinquenervia,NSW1079736,1292,3/02/2026,24/02/2026,N,Y,Y,UR,24,R
Melaleuca quinquenervia,NSW1079736,1294,3/02/2026,24/02/2026,N,N,N,R,84,HR
Melaleuca quinquenervia,NSW1079736,1296,3/02/2026,24/02/2026,Y,Y,N,N,90,HR
Melaleuca quinquenervia,NSW1079737,1297,3/02/2026,24/02/2026,N,Y,N,Mix,58,HR
Melaleuca quinquenervia,NSW1079737,1302,3/02/2026,24/02/2026,Y,N,Y,Mix,29,MS
Melaleuca quinquenervia,NSW1079737,1304,3/02/2026,24/02/2026,N,Y,Y,N,77,R
Melaleuca quinquenervia,NSW1079737,1305,3/02/2026,24/02/2026,N,N,N,R,61,MS
Melaleuca quinquenervia,NSW1079737,1306,3/02/2026,24/02/2026,Y,Y,N,R,8,HR
Melaleuca quinquenervia,NSW1079737,1308,3/02/2026,24/02/2026,N,N,N,UR,38,MS
Melaleuca quinquenervia,NSW1079738,1309,3/02/2026,24/02/2026,Y,N,N,N,92,R
Melaleuca quinquenervia,NSW1079738,1312,3/02/2026,24/02/2026,Y,N,N,UR,97,MS
Melaleuca quinquenervia,NSW1079738,1313,3/02/2026,24/02/2026,N,Y,Y,Mix,74,S
Melaleuca quinquenervia,NSW1079738,1315,3/02/2026,24/02/2026,Y,Y,Y,Mix,46,R
Melaleuca quinquenervia,NSW1079738,1317,3/02/2026,24/02/2026,Y,Y,N,N,95,R
Melaleuca quinquenervia,NSW1079739,1323,3/02/2026,24/02/2026,Y,Y,N,Mix,0,R
Melaleuca quinquenervia,NSW1079739,1324,3/02/2026,24/02/2026,N,Y,Y,R,59,HR
Melaleuca quinquenervia,NSW1079739,1326,3/02/2026,24/02/2026,Y,Y,Y,N,61,HR
Melaleuca quinquenervia,NSW1079739,1328,3/02/2026,24/02/2026,N,Y,Y,UR,100,HR
Melaleuca quinquenervia,NSW1079739,1329,3/02/2026,24/02/2026,N,Y,N,UR,79,MS
Melaleuca quinquenervia,NSW1079739,1330,3/02/2026,24/02/2026,N,N,Y,N,19,R
Melaleuca quinquenervia,NSW1079740,1334,3/02/2026,24/02/2026,N,Y,N,R,42,MS
Melaleuca quinquenervia,NSW1079740,1335,3/02/2026,24/02/2026,Y,N,Y,R,31,R
Melaleuca quinquenervia,NSW1079740,1336,3/02/2026,24/02/2026,N,Y,Y,Mix,3,R
Melaleuca quinquenervia,NSW1079740,1337,3/02/2026,24/02/2026,N,N,Y,R,2,HR
Melaleuca quinquenervia,NSW1079740,1340,3/02/2026,24/02/2026,N,Y,Y,N,3,HR
Melaleuca quinquenervia,NSW1079740,1343,3/02/2026,24/02/2026,N,Y,N,Mix,17,HR
Melaleuca quinquenervia,NSW1079740,1344,3/02/2026,24/02/2026,N,Y,N,N,58,MS
Melaleuca quinquenervia,NSW1079741,1356,3/02/2026,24/02/2026,Y,N,Y,UR,25,R
Melaleuca quinquenervia,NSW1079743,1359,3/02/2026,24/02/2026,N,Y,Y,N,40,MS
Melaleuca quinquenervia,NSW1079744,1370,3/02/2026,24/02/2026,N,Y,Y,Mix,39,MS
Melaleuca quinquenervia,NSW1079744,1373,3/02/2026,24/02/2026,Y,Y,Y,UR,8,R
Melaleuca quinquenervia,NSW1079744,1374,3/02/2026,24/02/2026,Y,N,Y,R,44,MS
Melaleuca quinquenervia,NSW1079744,1377,3/02/2026,24/02/2026,N,N,Y,Mix,6,HR
Melaleuca quinquenervia,NSW1079744,1379,3/02/2026,24/02/2026,Y,Y,N,Mix,79,MS
Melaleuca quinquenervia,NSW1079744,1380,3/02/2026,24/02/2026,N,N,Y,UR,37,R
Melaleuca quinquenervia,NSW1079745,1383,3/02/2026,24/02/2026,Y,N,Y,Mix,98,MS
Melaleuca quinquenervia,NSW1079745,1384,3/02/2026,24/02/2026,Y,N,Y,R,16,S
Melaleuca quinquenervia,NSW1079745,1390,3/02/2026,24/02/2026,Y,Y,N,UR,37,R
Melaleuca quinquenervia,NSW1079746,1393,3/02/2026,24/02/2026,N,N,Y,UR,52,R
Melaleuca quinquenervia,NSW1079746,1395,3/02/2026,24/02/2026,Y,Y,Y,UR,59,R
Melaleuca quinquenervia,NSW1079746,1396,3/02/2026,24/02/2026,N,N,Y,N,5,HR
Melaleuca quinquenervia,NSW1079746,1397,3/02/2026,24/02/2026,N,Y,Y,R,29,HR
Melaleuca quinquenervia,NSW1079746,1403,3/02/2026,24/02/2026,Y,N,N,UR,37,HR
Melaleuca quinquenervia,NSW1079746,1404,3/02/2026,24/02/2026,N,Y,Y,N,92,MS
Melaleuca quinquenervia,NSW1079747,1405,3/02/2026,24/02/2026,Y,Y,Y,R,1,R
Melaleuca quinquenervia,NSW1079747,1406,3/02/2026,24/02/2026,Y,Y,Y,R,78,MS
Melaleuca quinquenervia,NSW1079747,1407,3/02/2026,24/02/2026,N,N,Y,UR,69,HR
Melaleuca quinquenervia,NSW1079747,1408,3/02/2026,24/02/2026,N,Y,N,R,65,MS
Melaleuca quinquenervia,NSW1079747,1409,3/02/2026,24/02/2026,N,Y,Y,R,56,R
Melaleuca quinquenervia,NSW1079747,1411,3/02/2026,24/02/2026,N,N,Y,R,79,MS
Melaleuca quinquenervia,NSW1079747,1412,3/02/2026,24/02/2026,N,N,Y,N,45,S
Melaleuca quinquenervia,NSW1079747,1413,3/02/2026,24/02/2026,N,Y,Y,Mix,39,R
Melaleuca quinquenervia,NSW1079747,1415,3/02/2026,24/02/2026,Y,N,Y,N,96,R
Melaleuca quinquenervia,NSW1079747,1416,3/02/2026,24/02/2026,Y,N,N,UR,32,R
Melaleuca quinquenervia,NSW1079748,1421,3/02/2026,24/02/2026,Y,Y,N,Mix,97,HR
Melaleuca quinquenervia,NSW1079748,1422,3/02/2026,24/02/2026,Y,Y,N,Mix,54,HR
Melaleuca quinquenervia,NSW1079748,1423,3/02/2026,24/02/2026,N,N,Y,UR,44,HR
Melaleuca quinquenervia,NSW1079750,1429,3/02/2026,24/02/2026,N,N,N,N,63,MS
Melaleuca quinquenervia,NSW1079750,1430,3/02/2026,24/02/2026,Y,Y,Y,R,71,R
Melaleuca quinquenervia,NSW1079750,1431,3/02/2026,24/02/2026,Y,Y,N,UR,8,MS
Melaleuca quinquenervia,NSW1079750,1432,3/02/2026,24/02/2026,Y,N,N,Mix,64,MS
Melaleuca quinquenervia,NSW1079750,1433,3/02/2026,24/02/2026,N,N,N,UR,89,R
Melaleuca quinquenervia,NSW1079750,1434,3/02/2026,24/02/2026,N,Y,Y,UR,97,MS
Melaleuca quinquenervia,NSW1079750,1436,3/02/2026,24/02/2026,Y,Y,N,N,0,HR
Melaleuca quinquenervia,NSW1079750,1437,3/02/2026,24/02/2026,N,Y,N,Mix,21,MS
Melaleuca quinquenervia,NSW1079750,1438,3/02/2026,24/02/2026,Y,Y,N,N,9,R
Melaleuca quinquenervia,NSW1079751,1441,3/02/2026,24/02/2026,N,N,N,UR,87,MS
Melaleuca quinquenervia,NSW1079751,1442,3/02/2026,24/02/2026,N,Y,N,R,8,S
Melaleuca quinquenervia,NSW1079751,1443,3/02/2026,24/02/2026,N,N,N,Mix,68,R
Melaleuca quinquenervia,NSW1079751,1444,3/02/2026,24/02/2026,Y,Y,Y,UR,46,R
Melaleuca quinquenervia,NSW1079751,1446,3/02/2026,24/02/2026,N,N,Y,N,73,R
Melaleuca quinquenervia,NSW1079751,1447,3/02/2026,24/02/2026,Y,Y,Y,UR,10,HR
Melaleuca quinquenervia,NSW1079751,1449,3/02/2026,24/02/2026,Y,Y,N,Mix,38,HR
Melaleuca quinquenervia,NSW1079751,1451,3/02/2026,24/02/2026,N,N,Y,UR,73,HR
Melaleuca quinquenervia,NSW1079751,1452,3/02/2026,24/02/2026,N,Y,N,UR,23,MS
Melaleuca quinquenervia,NSW1079752,1462,3/02/2026,24/02/2026,Y,Y,Y,N,3,R
Melaleuca quinquenervia,NSW1079752,1464,3/02/2026,24/02/2026,N,Y,N,R,55,MS
Melaleuca quinquenervia,NSW1079753,1467,3/02/2026,24/02/2026,N,N,N,Mix,69,HR
Melaleuca quinquenervia,NSW1079753,1468,3/02/2026,24/02/2026,N,Y,N,N,31,MS
Melaleuca quinquenervia,NSW1079753,1470,3/02/2026,24/02/2026,N,Y,Y,Mix,100,R
Melaleuca quinquenervia,NSW1079753,1472,3/02/2026,24/02/2026,Y,Y,Y,UR,79,MS
Melaleuca quinquenervia,NSW1079753,1473,3/02/2026,24/02/2026,Y,Y,Y,N,18,S
Melaleuca quinquenervia,NSW1079755,1478,3/02/2026,24/02/2026,Y,N,Y,N,64,R
Melaleuca quinquenervia,NSW1079755,1479,3/02/2026,24/02/2026,N,Y,N,N,34,R
Melaleuca quinquenervia,NSW1079755,1481,3/02/2026,24/02/2026,Y,N,Y,Mix,86,R
Melaleuca quinquenervia,NSW1079755,1484,3/02/2026,24/02/2026,N,Y,N,R,77,HR
Melaleuca quinquenervia,NSW1079755,1488,3/02/2026,24/02/2026,Y,N,Y,UR,60,HR
Melaleuca quinquenervia,NSW1079756,1489,3/02/2026,24/02/2026,Y,Y,Y,R,89,HR
Melaleuca quinquenervia,NSW1079756,1490,3/02/2026,24/02/2026,N,N,N,N,22,MS
Melaleuca quinquenervia,NSW1079756,1493,3/02/2026,24/02/2026,N,Y,Y,UR,74,R
Melaleuca quinquenervia,NSW1079756,1496,3/02/2026,24/02/2026,N,N,Y,R,5,MS
Melaleuca quinquenervia,NSW1079756,1498,3/02/2026,24/02/2026,Y,Y,Y,Mix,22,R
Melaleuca quinquenervia,NSW1079756,1499,3/02/2026,24/02/2026,Y,Y,N,R,41,R
Melaleuca quinquenervia,NSW1079758,1502,3/02/2026,24/02/2026,Y,Y,Y,Mix,70,HR
Melaleuca quinquenervia,NSW1079758,1506,3/02/2026,24/02/2026,Y,Y,Y,Mix,22,HR
Melaleuca quinquenervia,NSW1079758,1508,3/02/2026,24/02/2026,N,Y,N,UR,57,HR
Melaleuca quinquenervia,NSW1079758,1509,3/02/2026,24/02/2026,Y,N,Y,N,8,MS
Melaleuca quinquenervia,NSW1079758,1512,3/02/2026,24/02/2026,Y,Y,Y,N,1,R
Melaleuca quinquenervia,NSW1079760,1513,3/02/2026,24/02/2026,N,N,Y,N,29,MS
Melaleuca quinquenervia,NSW1079760,1515,3/02/2026,24/02/2026,N,N,N,R,9,MS
Melaleuca quinquenervia,NSW1079760,1516,3/02/2026,24/02/2026,Y,N,Y,N,74,R
Melaleuca quinquenervia,NSW1079760,1517,3/02/2026,24/02/2026,Y,N,Y,R,63,MS
Melaleuca quinquenervia,NSW1079760,1518,3/02/2026,24/02/2026,N,N,Y,R,23,HR
Melaleuca quinquenervia,NSW1079760,1519,3/02/2026,24/02/2026,Y,Y,Y,N,39,MS
Melaleuca quinquenervia,NSW1079760,1521,3/02/2026,24/02/2026,N,Y,N,UR,16,R
Melaleuca quinquenervia,NSW1079760,1522,3/02/2026,24/02/2026,Y,N,N,UR,30,MS
Melaleuca quinquenervia,NSW1079760,1523,3/02/2026,24/02/2026,N,N,Y,Mix,11,S
Melaleuca quinquenervia,NSW1079760,1524,3/02/2026,24/02/2026,N,N,N,Mix,100,R
Melaleuca quinquenervia,NSW1079761,1528,3/02/2026,24/02/2026,Y,Y,Y,UR,76,R
Melaleuca quinquenervia,NSW1079761,1529,3/02/2026,24/02/2026,Y,N,Y,R,66,R
Melaleuca quinquenervia,NSW1079761,1530,3/02/2026,24/02/2026,N,N,Y,N,27,HR
Melaleuca quinquenervia,NSW1079761,1531,3/02/2026,24/02/2026,Y,N,Y,UR,63,HR
Melaleuca quinquenervia,NSW1079761,1532,3/02/2026,24/02/2026,N,Y,Y,UR,21,HR
Melaleuca quinquenervia,NSW1079761,1533,3/02/2026,24/02/2026,N,Y,Y,N,6,MS
Melaleuca quinquenervia,NSW1079761,1534,3/02/2026,24/02/2026,N,N,N,N,18,R
Melaleuca quinquenervia,NSW1079761,1535,3/02/2026,24/02/2026,Y,Y,N,N,24,MS
Melaleuca quinquenervia,NSW1079762,1542,3/02/2026,24/02/2026,Y,N,Y,Mix,48,HR
Melaleuca quinquenervia,NSW1079762,1544,3/02/2026,24/02/2026,Y,N,Y,Mix,98,MS
Melaleuca quinquenervia,NSW1079762,1545,3/02/2026,24/02/2026,N,Y,N,UR,28,R
Melaleuca quinquenervia,NSW1079762,1546,3/02/2026,24/02/2026,N,N,Y,UR,74,MS
Melaleuca quinquenervia,NSW1079762,1547,3/02/2026,24/02/2026,N,Y,N,UR,92,S
Melaleuca quinquenervia,NSW1079762,1548,3/02/2026,24/02/2026,Y,Y,Y,R,53,R
Melaleuca quinquenervia,NSW1079763,1549,3/02/2026,24/02/2026,Y,Y,Y,N,44,R
Melaleuca quinquenervia,NSW1079763,1550,3/02/2026,24/02/2026,N,N,N,N,83,R
Melaleuca quinquenervia,NSW1079763,1551,3/02/2026,24/02/2026,Y,Y,N,Mix,99,HR
Melaleuca quinquenervia,NSW1079763,1552,3/02/2026,24/02/2026,Y,N,N,UR,65,HR
Melaleuca quinquenervia,NSW1079763,1553,3/02/2026,24/02/2026,N,Y,N,UR,50,HR
Melaleuca quinquenervia,NSW1079765,1561,3/02/2026,24/02/2026,Y,N,Y,UR,49,MS
Melaleuca quinquenervia,NSW1079765,1563,3/02/2026,24/02/2026,Y,Y,Y,R,73,R
Melaleuca quinquenervia,NSW1079765,1564,3/02/2026,24/02/2026,N,N,Y,N,68,MS
Melaleuca quinquenervia,NSW1079765,1565,3/02/2026,24/02/2026,N,Y,N,R,71,MS
Melaleuca quinquenervia,NSW1079765,1566,3/02/2026,24/02/2026,N,N,Y,UR,87,R
Melaleuca quinquenervia,NSW1079765,1567,3/02/2026,24/02/2026,N,Y,Y,UR,64,MS
Melaleuca quinquenervia,NSW1079765,1568,3/02/2026,24/02/2026,N,N,Y,Mix,17,HR
Melaleuca quinquenervia,NSW1079765,1570,3/02/2026,24/02/2026,N,N,Y,N,49,MS
Melaleuca quinquenervia,NSW1079766,1573,3/02/2026,24/02/2026,N,N,Y,R,42,R
Melaleuca quinquenervia,NSW1079766,1578,3/02/2026,24/02/2026,Y,Y,Y,R,91,MS
Melaleuca quinquenervia,NSW1079766,1579,3/02/2026,24/02/2026,N,Y,N,Mix,74,S
Melaleuca quinquenervia,NSW1079766,1584,3/02/2026,24/02/2026,Y,N,Y,Mix,39,R
Melaleuca quinquenervia,NSW1079768,1597,3/02/2026,24/02/2026,Y,N,N,Mix,98,R
Melaleuca quinquenervia,NSW1079768,1598,3/02/2026,24/02/2026,N,Y,N,Mix,97,R
Melaleuca quinquenervia,NSW1079768,1599,3/02/2026,24/02/2026,N,N,N,UR,96,HR
Melaleuca quinquenervia,NSW1079768,1600,3/02/2026,24/02/2026,N,N,Y,R,39,HR
Melaleuca quinquenervia,NSW1079768,1603,3/02/2026,24/02/2026,N,Y,Y,Mix,34,HR
Melaleuca quinquenervia,NSW1079768,1604,3/02/2026,24/02/2026,Y,N,Y,UR,94,MS
Melaleuca quinquenervia,NSW1079768,1605,3/02/2026,24/02/2026,N,N,Y,Mix,99,R
Melaleuca quinquenervia,NSW1079768,1606,3/02/2026,24/02/2026,N,Y,N,Mix,62,MS
Melaleuca quinquenervia,NSW1079768,1608,3/02/2026,24/02/2026,Y,N,Y,Mix,37,HR
Melaleuca quinquenervia,NSW1079772,1609,3/02/2026,24/02/2026,Y,N,N,N,93,MS
Melaleuca quinquenervia,NSW1079772,1612,3/02/2026,24/02/2026,Y,Y,Y,Mix,10,R
Melaleuca quinquenervia,NSW1079772,1613,3/02/2026,24/02/2026,Y,Y,N,UR,86,MS
Melaleuca quinquenervia,NSW1079772,1614,3/02/2026,24/02/2026,N,N,N,Mix,85,S
Melaleuca quinquenervia,NSW1079772,1616,3/02/2026,24/02/2026,N,Y,N,N,26,R
Melaleuca quinquenervia,NSW1079772,1617,3/02/2026,24/02/2026,Y,Y,Y,R,67,R
Melaleuca quinquenervia,NSW1079772,1618,3/02/2026,24/02/2026,N,N,N,UR,41,R
Melaleuca quinquenervia,NSW1079772,1619,3/02/2026,24/02/2026,Y,N,Y,UR,64,HR
Melaleuca quinquenervia,NSW1079772,1620,3/02/2026,24/02/2026,Y,Y,Y,UR,44,HR
Melaleuca quinquenervia,NSW1079773,1621,3/02/2026,24/02/2026,Y,Y,N,Mix,76,HR
Melaleuca quinquenervia,NSW1079773,1622,3/02/2026,24/02/2026,N,Y,Y,UR,22,MS
Melaleuca quinquenervia,NSW1079773,1623,3/02/2026,24/02/2026,N,N,N,R,7,R
Melaleuca quinquenervia,NSW1079773,1624,3/02/2026,24/02/2026,Y,N,Y,UR,55,MS
Melaleuca quinquenervia,NSW1079773,1626,3/02/2026,24/02/2026,N,N,N,UR,82,R
Melaleuca quinquenervia,NSW1079773,1627,3/02/2026,24/02/2026,N,Y,Y,R,67,R
Melaleuca quinquenervia,NSW1079773,1628,3/02/2026,24/02/2026,N,N,N,R,88,HR
Melaleuca quinquenervia,NSW1079773,1629,3/02/2026,24/02/2026,N,Y,Y,Mix,97,HR
Melaleuca quinquenervia,NSW1079773,1631,3/02/2026,24/02/2026,Y,N,Y,UR,95,HR
Melaleuca quinquenervia,NSW1079773,1632,3/02/2026,24/02/2026,Y,Y,N,R,50,MS
Melaleuca quinquenervia,NSW1079774,1633,3/02/2026,24/02/2026,N,N,Y,UR,55,R
Melaleuca quinquenervia,NSW1079774,1637,3/02/2026,24/02/2026,Y,N,Y,Mix,0,MS
Melaleuca quinquenervia,NSW1079774,1639,3/02/2026,24/02/2026,N,N,Y,Mix,7,MS
Melaleuca quinquenervia,NSW1079774,1641,3/02/2026,24/02/2026,N,Y,N,UR,94,R
Melaleuca quinquenervia,NSW1079774,1643,3/02/2026,24/02/2026,N,N,Y,R,77,MS
Melaleuca quinquenervia,NSW1079774,1645,3/02/2026,24/02/2026,N,N,Y,N,51,HR
Melaleuca quinquenervia,NSW1079774,1647,3/02/2026,24/02/2026,N,N,Y,R,79,MS
Melaleuca quinquenervia,NSW1079774,1649,3/02/2026,24/02/2026,N,N,Y,R,82,R
Melaleuca quinquenervia,NSW1079774,1651,3/02/2026,24/02/2026,N,N,N,UR,36,MS
Melaleuca quinquenervia,NSW1079774,1653,3/02/2026,24/02/2026,Y,Y,Y,N,71,S
Melaleuca quinquenervia,NSW1079778,1657,3/02/2026,24/02/2026,Y,N,Y,N,69,R
Melaleuca quinquenervia,NSW1079778,1660,3/02/2026,24/02/2026,Y,Y,N,UR,22,R
Melaleuca quinquenervia,NSW1079778,1661,3/02/2026,24/02/2026,Y,N,N,UR,35,R
Melaleuca quinquenervia,NSW1079778,1662,3/02/2026,24/02/2026,Y,N,Y,R,33,HR
Melaleuca quinquenervia,NSW1079778,1664,3/02/2026,24/02/2026,N,Y,N,R,96,HR
Melaleuca quinquenervia,NSW1079778,1667,3/02/2026,24/02/2026,N,Y,Y,N,9,HR
Melaleuca quinquenervia,NSW1079779,1669,3/02/2026,24/02/2026,N,N,Y,R,65,MS
Melaleuca quinquenervia,NSW1079779,1674,3/02/2026,24/02/2026,N,N,Y,UR,40,R
Melaleuca quinquenervia,NSW1079779,1675,3/02/2026,24/02/2026,Y,N,N,R,29,MS
Melaleuca quinquenervia,NSW1079779,1676,3/02/2026,24/02/2026,N,Y,Y,N,13,HR
Melaleuca quinquenervia,NSW1079779,1677,3/02/2026,24/02/2026,N,Y,N,UR,85,MS
Melaleuca quinquenervia,NSW1079779,1678,3/02/2026,24/02/2026,N,N,N,R,29,R
Melaleuca quinquenervia,NSW1079783,1681,3/02/2026,24/02/2026,Y,N,Y,N,49,MS
Melaleuca quinquenervia,NSW1079783,1683,3/02/2026,24/02/2026,Y,N,Y,R,22,S
Melaleuca quinquenervia,NSW1079783,1687,3/02/2026,24/02/2026,Y,Y,Y,UR,28,R
Melaleuca quinquenervia,NSW1079783,1689,3/02/2026,24/02/2026,N,Y,Y,Mix,87,R
Melaleuca quinquenervia,NSW1079783,1691,3/02/2026,24/02/2026,Y,Y,N,N,57,R
Melaleuca quinquenervia,NSW1079783,1693,3/02/2026,24/02/2026,N,Y,N,N,60,HR
Melaleuca quinquenervia,NSW1079783,1695,3/02/2026,24/02/2026,Y,Y,N,R,21,HR
Melaleuca quinquenervia,NSW1079783,1697,3/02/2026,24/02/2026,N,Y,N,UR,10,HR
Melaleuca quinquenervia,NSW1079783,1699,3/02/2026,24/02/2026,Y,N,Y,N,46,MS
Melaleuca quinquenervia,NSW1079783,1703,3/02/2026,24/02/2026,N,N,Y,UR,29,R
Melaleuca quinquenervia,NSW1079784,1708,3/02/2026,24/02/2026,N,N,Y,UR,74,MS
Melaleuca quinquenervia,NSW1079784,1710,3/02/2026,24/02/2026,Y,Y,N,UR,79,MS
Melaleuca quinquenervia,NSW1079784,1713,3/02/2026,24/02/2026,N,N,Y,UR,62,R
Melaleuca quinquenervia,NSW1079784,1714,3/02/2026,24/02/2026,Y,N,N,Mix,55,MS
