"","Species","MaternalLine","SeedlingID","InoculationDate","ScoringDate","Flecking","Chlorosis","Necrosis","ActiveSpores","Coverage","ImmuneResponse","summary_score"
"472","Melaleuca quinquenervia","NSW1079710",958,"3/02/2026","24/02/2026","N","Y","Y","N",40,"R",10
"473","Melaleuca quinquenervia","NSW1079711",961,"3/02/2026","24/02/2026","Y","N","Y","Mix",56,"HR",0
"474","Melaleuca quinquenervia","NSW1079711",962,"3/02/2026","24/02/2026","N","N","N","R",26,"HR",0
"475","Melaleuca quinquenervia","NSW1079711",963,"3/02/2026","24/02/2026","N","Y","N","UR",84,"HR",0
"476","Melaleuca quinquenervia","NSW1079711",966,"3/02/2026","24/02/2026","N","N","N","N",2,"MS",1.5
"477","Melaleuca quinquenervia","NSW1079711",967,"3/02/2026","24/02/2026","Y","N","N","Mix",21,"R",5.25
"478","Melaleuca quinquenervia","NSW1079711",969,"3/02/2026","24/02/2026","Y","N","Y","Mix",11,"MS",8.25
"479","Melaleuca quinquenervia","NSW1079711",970,"3/02/2026","24/02/2026","Y","Y","Y","UR",93,"HR",0
"480","Melaleuca quinquenervia","NSW1079711",972,"3/02/2026","24/02/2026","N","Y","Y","R",31,"MS",23.25
"481","Melaleuca quinquenervia","NSW1075712",973,"3/02/2026","24/02/2026","N","Y","N","R",76,"R",19
"482","Melaleuca quinquenervia","NSW1075712",978,"3/02/2026","24/02/2026","N","Y","N","R",54,"MS",40.5
"483","Melaleuca quinquenervia","NSW1075712",979,"3/02/2026","24/02/2026","N","Y","Y","Mix",12,"S",10.5
"484","Melaleuca quinquenervia","NSW1075712",980,"3/02/2026","24/02/2026","Y","N","N","UR",53,"R",13.25
"485","Melaleuca quinquenervia","NSW1075712",981,"3/02/2026","24/02/2026","N","Y","Y","Mix",6,"R",1.5
"486","Melaleuca quinquenervia","NSW1075712",982,"3/02/2026","24/02/2026","N","Y","N","UR",3,"R",0.75
"487","Melaleuca quinquenervia","NSW1075712",983,"3/02/2026","24/02/2026","N","N","Y","UR",97,"HR",0
"488","Melaleuca quinquenervia","NSW1075712",984,"3/02/2026","24/02/2026","N","N","Y","N",14,"HR",0
"489","Melaleuca quinquenervia","NSW1079713",985,"3/02/2026","24/02/2026","Y","Y","N","R",8,"HR",0
"490","Melaleuca quinquenervia","NSW1079713",986,"3/02/2026","24/02/2026","Y","Y","Y","Mix",91,"MS",68.25
"491","Melaleuca quinquenervia","NSW1079713",987,"3/02/2026","24/02/2026","N","N","Y","N",43,"R",10.75
"492","Melaleuca quinquenervia","NSW1079713",988,"3/02/2026","24/02/2026","Y","Y","Y","N",98,"MS",73.5
"493","Melaleuca quinquenervia","NSW1079713",989,"3/02/2026","24/02/2026","Y","N","Y","N",74,"R",18.5
"494","Melaleuca quinquenervia","NSW1079713",991,"3/02/2026","24/02/2026","N","Y","Y","N",92,"R",23
"495","Melaleuca quinquenervia","NSW1079713",992,"3/02/2026","24/02/2026","N","N","Y","N",36,"HR",0
"496","Melaleuca quinquenervia","NSW1079713",993,"3/02/2026","24/02/2026","Y","N","Y","N",24,"HR",0
"497","Melaleuca quinquenervia","NSW1079714",998,"3/02/2026","24/02/2026","Y","N","Y","R",96,"HR",0
"498","Melaleuca quinquenervia","NSW1079714",999,"3/02/2026","24/02/2026","N","Y","N","Mix",95,"MS",71.25
"499","Melaleuca quinquenervia","NSW1079714",1001,"3/02/2026","24/02/2026","Y","N","N","R",98,"R",24.5
"500","Melaleuca quinquenervia","NSW1079714",1004,"3/02/2026","24/02/2026","Y","N","Y","Mix",78,"MS",58.5
"501","Melaleuca quinquenervia","NSW1079714",1006,"3/02/2026","24/02/2026","N","Y","N","UR",4,"MS",3
"502","Melaleuca quinquenervia","NSW1079714",1007,"3/02/2026","24/02/2026","Y","N","N","R",47,"R",11.75
"503","Melaleuca quinquenervia","NSW1079715",1009,"3/02/2026","24/02/2026","N","Y","N","Mix",81,"MS",60.75
"504","Melaleuca quinquenervia","NSW1079715",1010,"3/02/2026","24/02/2026","Y","Y","Y","UR",95,"HR",0
"505","Melaleuca quinquenervia","NSW1079715",1012,"3/02/2026","24/02/2026","N","N","N","UR",51,"MS",38.25
"506","Melaleuca quinquenervia","NSW1079715",1013,"3/02/2026","24/02/2026","Y","Y","N","R",78,"R",19.5
"507","Melaleuca quinquenervia","NSW1079715",1016,"3/02/2026","24/02/2026","N","N","Y","N",87,"MS",65.25
"508","Melaleuca quinquenervia","NSW1079715",1017,"3/02/2026","24/02/2026","N","N","Y","Mix",8,"S",7
"509","Melaleuca quinquenervia","NSW1079715",1019,"3/02/2026","24/02/2026","N","Y","Y","Mix",84,"R",21
"510","Melaleuca quinquenervia","NSW1079715",1020,"3/02/2026","24/02/2026","Y","N","Y","UR",69,"R",17.25
"511","Melaleuca quinquenervia","NSW1079716",1021,"3/02/2026","24/02/2026","N","Y","N","UR",82,"R",20.5
"512","Melaleuca quinquenervia","NSW1079716",1022,"3/02/2026","24/02/2026","N","Y","Y","UR",28,"HR",0
"513","Melaleuca quinquenervia","NSW1079716",1023,"3/02/2026","24/02/2026","Y","Y","N","N",21,"HR",0
"514","Melaleuca quinquenervia","NSW1079716",1025,"3/02/2026","24/02/2026","Y","Y","Y","N",67,"HR",0
"515","Melaleuca quinquenervia","NSW1079716",1026,"3/02/2026","24/02/2026","N","N","N","R",56,"MS",42
"516","Melaleuca quinquenervia","NSW1079716",1027,"3/02/2026","24/02/2026","N","Y","N","Mix",14,"R",3.5
"517","Melaleuca quinquenervia","NSW1079716",1029,"3/02/2026","24/02/2026","Y","Y","N","N",52,"MS",39
"518","Melaleuca quinquenervia","NSW1079716",1030,"3/02/2026","24/02/2026","N","N","Y","Mix",23,"HR",0
"519","Melaleuca quinquenervia","NSW1079716",1031,"3/02/2026","24/02/2026","N","Y","N","UR",53,"MS",39.75
"520","Melaleuca quinquenervia","NSW1079717",1036,"3/02/2026","24/02/2026","N","Y","N","R",81,"R",20.25
"521","Melaleuca quinquenervia","NSW1079717",1041,"3/02/2026","24/02/2026","N","Y","Y","N",42,"MS",31.5
"522","Melaleuca quinquenervia","NSW1079717",1043,"3/02/2026","24/02/2026","N","Y","Y","N",85,"S",74.375
"523","Melaleuca quinquenervia","NSW1079718",1045,"3/02/2026","24/02/2026","N","N","N","UR",20,"R",5
"524","Melaleuca quinquenervia","NSW1079718",1048,"3/02/2026","24/02/2026","N","Y","N","N",37,"R",9.25
"525","Melaleuca quinquenervia","NSW1079718",1051,"3/02/2026","24/02/2026","N","Y","N","R",11,"R",2.75
"526","Melaleuca quinquenervia","NSW1079718",1052,"3/02/2026","24/02/2026","N","N","Y","UR",98,"HR",0
"527","Melaleuca quinquenervia","NSW1079718",1053,"3/02/2026","24/02/2026","N","Y","Y","R",56,"HR",0
"528","Melaleuca quinquenervia","NSW1079718",1054,"3/02/2026","24/02/2026","Y","Y","Y","N",64,"HR",0
"529","Melaleuca quinquenervia","NSW1079718",1055,"3/02/2026","24/02/2026","N","N","N","R",5,"MS",3.75
"530","Melaleuca quinquenervia","NSW1079719",1057,"3/02/2026","24/02/2026","N","Y","Y","Mix",13,"R",3.25
"531","Melaleuca quinquenervia","NSW1079719",1058,"3/02/2026","24/02/2026","N","N","N","N",98,"MS",73.5
"532","Melaleuca quinquenervia","NSW1079719",1059,"3/02/2026","24/02/2026","N","N","Y","Mix",32,"MS",24
"533","Melaleuca quinquenervia","NSW1079719",1063,"3/02/2026","24/02/2026","Y","N","Y","R",76,"R",19
"534","Melaleuca quinquenervia","NSW1079719",1064,"3/02/2026","24/02/2026","Y","Y","Y","Mix",60,"MS",45
"535","Melaleuca quinquenervia","NSW1079720",1070,"3/02/2026","24/02/2026","Y","Y","Y","N",64,"HR",0
"536","Melaleuca quinquenervia","NSW1079720",1075,"3/02/2026","24/02/2026","N","N","Y","R",88,"MS",66
"537","Melaleuca quinquenervia","NSW1079720",1076,"3/02/2026","24/02/2026","Y","Y","Y","UR",22,"R",5.5
"538","Melaleuca quinquenervia","NSW1079720",1079,"3/02/2026","24/02/2026","N","N","Y","UR",87,"MS",65.25
"539","Melaleuca quinquenervia","NSW1079721",1081,"3/02/2026","24/02/2026","N","N","N","N",76,"S",66.5
"540","Melaleuca quinquenervia","NSW1079721",1082,"3/02/2026","24/02/2026","Y","N","N","UR",79,"R",19.75
"541","Melaleuca quinquenervia","NSW1079721",1091,"3/02/2026","24/02/2026","Y","N","Y","N",90,"R",22.5
"542","Melaleuca quinquenervia","NSW1079721",1092,"3/02/2026","24/02/2026","N","N","N","R",11,"R",2.75
"543","Melaleuca quinquenervia","NSW1079722",1093,"3/02/2026","24/02/2026","Y","N","Y","Mix",40,"HR",0
"544","Melaleuca quinquenervia","NSW1079722",1095,"3/02/2026","24/02/2026","Y","N","N","UR",92,"HR",0
"545","Melaleuca quinquenervia","NSW1079722",1099,"3/02/2026","24/02/2026","Y","Y","Y","Mix",2,"HR",0
"546","Melaleuca quinquenervia","NSW1079722",1101,"3/02/2026","24/02/2026","N","N","N","Mix",70,"MS",52.5
"547","Melaleuca quinquenervia","NSW1079722",1103,"3/02/2026","24/02/2026","Y","N","Y","N",79,"R",19.75
"548","Melaleuca quinquenervia","NSW1079722",1111,"3/02/2026","24/02/2026","N","N","N","Mix",96,"MS",72
"549","Melaleuca quinquenervia","NSW1079723",1118,"3/02/2026","24/02/2026","N","Y","N","UR",24,"HR",0
"550","Melaleuca quinquenervia","NSW1079723",1120,"3/02/2026","24/02/2026","Y","N","Y","R",47,"MS",35.25
"551","Melaleuca quinquenervia","NSW1079723",1124,"3/02/2026","24/02/2026","N","Y","N","R",32,"R",8
"552","Melaleuca quinquenervia","NSW1079723",1125,"3/02/2026","24/02/2026","Y","Y","N","N",55,"MS",41.25
"553","Melaleuca quinquenervia","NSW1079723",1127,"3/02/2026","24/02/2026","N","Y","Y","UR",16,"S",14
"554","Melaleuca quinquenervia","NSW1079724",1129,"3/02/2026","24/02/2026","N","Y","Y","N",3,"R",0.75
"555","Melaleuca quinquenervia","NSW1079724",1130,"3/02/2026","24/02/2026","N","N","Y","R",64,"R",16
"556","Melaleuca quinquenervia","NSW1079724",1131,"3/02/2026","24/02/2026","N","N","Y","N",6,"R",1.5
"557","Melaleuca quinquenervia","NSW1079724",1132,"3/02/2026","24/02/2026","Y","Y","Y","R",53,"HR",0
"558","Melaleuca quinquenervia","NSW1079724",1133,"3/02/2026","24/02/2026","N","N","N","N",0,"HR",0
"559","Melaleuca quinquenervia","NSW1079724",1134,"3/02/2026","24/02/2026","Y","Y","N","R",90,"HR",0
"560","Melaleuca quinquenervia","NSW1079724",1135,"3/02/2026","24/02/2026","Y","N","N","R",0,"MS",0
"561","Melaleuca quinquenervia","NSW1079724",1138,"3/02/2026","24/02/2026","Y","Y","Y","UR",65,"R",16.25
"562","Melaleuca quinquenervia","NSW1079724",1140,"3/02/2026","24/02/2026","Y","Y","N","UR",85,"MS",63.75
"563","Melaleuca quinquenervia","NSW1079725",1143,"3/02/2026","24/02/2026","Y","Y","Y","N",21,"R",5.25
"564","Melaleuca quinquenervia","NSW1079725",1147,"3/02/2026","24/02/2026","N","N","Y","Mix",25,"R",6.25
"565","Melaleuca quinquenervia","NSW1079726",1154,"3/02/2026","24/02/2026","Y","Y","Y","N",72,"HR",0
"566","Melaleuca quinquenervia","NSW1079726",1155,"3/02/2026","24/02/2026","Y","N","N","Mix",59,"HR",0
"567","Melaleuca quinquenervia","NSW1079726",1156,"3/02/2026","24/02/2026","N","Y","Y","Mix",11,"HR",0
"568","Melaleuca quinquenervia","NSW1079726",1159,"3/02/2026","24/02/2026","Y","Y","Y","N",62,"MS",46.5
"569","Melaleuca quinquenervia","NSW1079726",1160,"3/02/2026","24/02/2026","N","Y","N","UR",76,"R",19
"570","Melaleuca quinquenervia","NSW1079726",1161,"3/02/2026","24/02/2026","N","N","N","Mix",62,"MS",46.5
"571","Melaleuca quinquenervia","NSW1079726",1162,"3/02/2026","24/02/2026","N","Y","N","UR",75,"MS",56.25
"572","Melaleuca quinquenervia","NSW1079726",1163,"3/02/2026","24/02/2026","Y","N","N","R",81,"R",20.25
"573","Melaleuca quinquenervia","NSW1079726",1164,"3/02/2026","24/02/2026","Y","N","N","N",47,"MS",35.25
"574","Melaleuca quinquenervia","NSW1079727",1172,"3/02/2026","24/02/2026","Y","Y","N","Mix",87,"HR",0
"575","Melaleuca quinquenervia","NSW1079728",1177,"3/02/2026","24/02/2026","Y","N","Y","UR",89,"MS",66.75
"576","Melaleuca quinquenervia","NSW1079728",1179,"3/02/2026","24/02/2026","N","Y","Y","UR",16,"R",4
"577","Melaleuca quinquenervia","NSW1079728",1185,"3/02/2026","24/02/2026","Y","N","Y","N",87,"MS",65.25
"578","Melaleuca quinquenervia","NSW1079729",1189,"3/02/2026","24/02/2026","Y","N","N","Mix",39,"S",34.125
"579","Melaleuca quinquenervia","NSW1079729",1193,"3/02/2026","24/02/2026","Y","N","N","N",56,"R",14
"580","Melaleuca quinquenervia","NSW1079729",1194,"3/02/2026","24/02/2026","N","Y","N","Mix",83,"R",20.75
"581","Melaleuca quinquenervia","NSW1079729",1200,"3/02/2026","24/02/2026","Y","Y","N","UR",31,"R",7.75
"582","Melaleuca quinquenervia","NSW1079730",1202,"3/02/2026","24/02/2026","N","N","N","Mix",39,"HR",0
"583","Melaleuca quinquenervia","NSW1079730",1203,"3/02/2026","24/02/2026","Y","N","N","UR",1,"HR",0
"584","Melaleuca quinquenervia","NSW1079730",1205,"3/02/2026","24/02/2026","Y","N","Y","R",52,"HR",0
"585","Melaleuca quinquenervia","NSW1079730",1210,"3/02/2026","24/02/2026","N","N","N","UR",38,"MS",28.5
"586","Melaleuca quinquenervia","NSW1079731",1213,"3/02/2026","24/02/2026","Y","N","N","N",52,"R",13
"587","Melaleuca quinquenervia","NSW1079731",1215,"3/02/2026","24/02/2026","N","N","N","R",95,"MS",71.25
"588","Melaleuca quinquenervia","NSW1079731",1217,"3/02/2026","24/02/2026","N","N","Y","Mix",35,"HR",0
"589","Melaleuca quinquenervia","NSW1079731",1219,"3/02/2026","24/02/2026","N","N","Y","UR",38,"MS",28.5
"590","Melaleuca quinquenervia","NSW1079731",1223,"3/02/2026","24/02/2026","Y","Y","N","N",84,"R",21
"591","Melaleuca quinquenervia","NSW1079731",1225,"3/02/2026","24/02/2026","N","N","N","R",80,"MS",60
"592","Melaleuca quinquenervia","NSW1079731",1227,"3/02/2026","24/02/2026","N","Y","N","UR",5,"S",4.375
"593","Melaleuca quinquenervia","NSW1079732",1237,"3/02/2026","24/02/2026","N","Y","N","Mix",90,"R",22.5
"594","Melaleuca quinquenervia","NSW1079732",1238,"3/02/2026","24/02/2026","Y","N","Y","Mix",42,"R",10.5
"595","Melaleuca quinquenervia","NSW1079732",1243,"3/02/2026","24/02/2026","Y","N","N","R",89,"R",22.25
"596","Melaleuca quinquenervia","NSW1079732",1245,"3/02/2026","24/02/2026","N","N","N","R",81,"HR",0
"597","Melaleuca quinquenervia","NSW1079732",1247,"3/02/2026","24/02/2026","N","N","Y","Mix",65,"HR",0
"598","Melaleuca quinquenervia","NSW1079732",1248,"3/02/2026","24/02/2026","Y","Y","Y","N",52,"HR",0
"599","Melaleuca quinquenervia","NSW1079733",1249,"3/02/2026","24/02/2026","N","N","Y","UR",96,"MS",72
"600","Melaleuca quinquenervia","NSW1079733",1255,"3/02/2026","24/02/2026","N","N","N","N",18,"R",4.5
"601","Melaleuca quinquenervia","NSW1079733",1256,"3/02/2026","24/02/2026","N","N","N","Mix",65,"MS",48.75
"602","Melaleuca quinquenervia","NSW1079733",1257,"3/02/2026","24/02/2026","Y","N","Y","R",92,"MS",69
"603","Melaleuca quinquenervia","NSW1079735",1276,"3/02/2026","24/02/2026","N","Y","N","Mix",37,"R",9.25
"604","Melaleuca quinquenervia","NSW1079735",1278,"3/02/2026","24/02/2026","N","N","Y","Mix",60,"MS",45
"605","Melaleuca quinquenervia","NSW1079735",1280,"3/02/2026","24/02/2026","N","Y","Y","Mix",74,"HR",0
"606","Melaleuca quinquenervia","NSW1079735",1284,"3/02/2026","24/02/2026","N","N","Y","UR",83,"MS",62.25
"607","Melaleuca quinquenervia","NSW1079736",1285,"3/02/2026","24/02/2026","Y","Y","N","N",66,"R",16.5
"608","Melaleuca quinquenervia","NSW1079736",1287,"3/02/2026","24/02/2026","N","N","N","N",90,"MS",67.5
"609","Melaleuca quinquenervia","NSW1079736",1289,"3/02/2026","24/02/2026","Y","N","N","UR",0,"S",0
"610","Melaleuca quinquenervia","NSW1079736",1290,"3/02/2026","24/02/2026","Y","N","N","UR",63,"R",15.75
"611","Melaleuca quinquenervia","NSW1079736",1291,"3/02/2026","24/02/2026","N","Y","Y","N",97,"R",24.25
"612","Melaleuca quinquenervia","NSW1079736",1292,"3/02/2026","24/02/2026","N","Y","Y","UR",24,"R",6
"613","Melaleuca quinquenervia","NSW1079736",1294,"3/02/2026","24/02/2026","N","N","N","R",84,"HR",0
"614","Melaleuca quinquenervia","NSW1079736",1296,"3/02/2026","24/02/2026","Y","Y","N","N",90,"HR",0
"615","Melaleuca quinquenervia","NSW1079737",1297,"3/02/2026","24/02/2026","N","Y","N","Mix",58,"HR",0
"616","Melaleuca quinquenervia","NSW1079737",1302,"3/02/2026","24/02/2026","Y","N","Y","Mix",29,"MS",21.75
"617","Melaleuca quinquenervia","NSW1079737",1304,"3/02/2026","24/02/2026","N","Y","Y","N",77,"R",19.25
"618","Melaleuca quinquenervia","NSW1079737",1305,"3/02/2026","24/02/2026","N","N","N","R",61,"MS",45.75
"619","Melaleuca quinquenervia","NSW1079737",1306,"3/02/2026","24/02/2026","Y","Y","N","R",8,"HR",0
"620","Melaleuca quinquenervia","NSW1079737",1308,"3/02/2026","24/02/2026","N","N","N","UR",38,"MS",28.5
"621","Melaleuca quinquenervia","NSW1079738",1309,"3/02/2026","24/02/2026","Y","N","N","N",92,"R",23
"622","Melaleuca quinquenervia","NSW1079738",1312,"3/02/2026","24/02/2026","Y","N","N","UR",97,"MS",72.75
"623","Melaleuca quinquenervia","NSW1079738",1313,"3/02/2026","24/02/2026","N","Y","Y","Mix",74,"S",64.75
"624","Melaleuca quinquenervia","NSW1079738",1315,"3/02/2026","24/02/2026","Y","Y","Y","Mix",46,"R",11.5
"625","Melaleuca quinquenervia","NSW1079738",1317,"3/02/2026","24/02/2026","Y","Y","N","N",95,"R",23.75
"626","Melaleuca quinquenervia","NSW1079739",1323,"3/02/2026","24/02/2026","Y","Y","N","Mix",0,"R",0
"627","Melaleuca quinquenervia","NSW1079739",1324,"3/02/2026","24/02/2026","N","Y","Y","R",59,"HR",0
"628","Melaleuca quinquenervia","NSW1079739",1326,"3/02/2026","24/02/2026","Y","Y","Y","N",61,"HR",0
"629","Melaleuca quinquenervia","NSW1079739",1328,"3/02/2026","24/02/2026","N","Y","Y","UR",100,"HR",0
"630","Melaleuca quinquenervia","NSW1079739",1329,"3/02/2026","24/02/2026","N","Y","N","UR",79,"MS",59.25
"631","Melaleuca quinquenervia","NSW1079739",1330,"3/02/2026","24/02/2026","N","N","Y","N",19,"R",4.75
"632","Melaleuca quinquenervia","NSW1079740",1334,"3/02/2026","24/02/2026","N","Y","N","R",42,"MS",31.5
"633","Melaleuca quinquenervia","NSW1079740",1335,"3/02/2026","24/02/2026","Y","N","Y","R",31,"R",7.75
"634","Melaleuca quinquenervia","NSW1079740",1336,"3/02/2026","24/02/2026","N","Y","Y","Mix",3,"R",0.75
"635","Melaleuca quinquenervia","NSW1079740",1337,"3/02/2026","24/02/2026","N","N","Y","R",2,"HR",0
"636","Melaleuca quinquenervia","NSW1079740",1340,"3/02/2026","24/02/2026","N","Y","Y","N",3,"HR",0
"637","Melaleuca quinquenervia","NSW1079740",1343,"3/02/2026","24/02/2026","N","Y","N","Mix",17,"HR",0
"638","Melaleuca quinquenervia","NSW1079740",1344,"3/02/2026","24/02/2026","N","Y","N","N",58,"MS",43.5
"639","Melaleuca quinquenervia","NSW1079741",1356,"3/02/2026","24/02/2026","Y","N","Y","UR",25,"R",6.25
"640","Melaleuca quinquenervia","NSW1079743",1359,"3/02/2026","24/02/2026","N","Y","Y","N",40,"MS",30
"641","Melaleuca quinquenervia","NSW1079744",1370,"3/02/2026","24/02/2026","N","Y","Y","Mix",39,"MS",29.25
"642","Melaleuca quinquenervia","NSW1079744",1373,"3/02/2026","24/02/2026","Y","Y","Y","UR",8,"R",2
"643","Melaleuca quinquenervia","NSW1079744",1374,"3/02/2026","24/02/2026","Y","N","Y","R",44,"MS",33
"644","Melaleuca quinquenervia","NSW1079744",1377,"3/02/2026","24/02/2026","N","N","Y","Mix",6,"HR",0
"645","Melaleuca quinquenervia","NSW1079744",1379,"3/02/2026","24/02/2026","Y","Y","N","Mix",79,"MS",59.25
"646","Melaleuca quinquenervia","NSW1079744",1380,"3/02/2026","24/02/2026","N","N","Y","UR",37,"R",9.25
"647","Melaleuca quinquenervia","NSW1079745",1383,"3/02/2026","24/02/2026","Y","N","Y","Mix",98,"MS",73.5
"648","Melaleuca quinquenervia","NSW1079745",1384,"3/02/2026","24/02/2026","Y","N","Y","R",16,"S",14
"649","Melaleuca quinquenervia","NSW1079745",1390,"3/02/2026","24/02/2026","Y","Y","N","UR",37,"R",9.25
"650","Melaleuca quinquenervia","NSW1079746",1393,"3/02/2026","24/02/2026","N","N","Y","UR",52,"R",13
"651","Melaleuca quinquenervia","NSW1079746",1395,"3/02/2026","24/02/2026","Y","Y","Y","UR",59,"R",14.75
"652","Melaleuca quinquenervia","NSW1079746",1396,"3/02/2026","24/02/2026","N","N","Y","N",5,"HR",0
"653","Melaleuca quinquenervia","NSW1079746",1397,"3/02/2026","24/02/2026","N","Y","Y","R",29,"HR",0
"654","Melaleuca quinquenervia","NSW1079746",1403,"3/02/2026","24/02/2026","Y","N","N","UR",37,"HR",0
"655","Melaleuca quinquenervia","NSW1079746",1404,"3/02/2026","24/02/2026","N","Y","Y","N",92,"MS",69
"656","Melaleuca quinquenervia","NSW1079747",1405,"3/02/2026","24/02/2026","Y","Y","Y","R",1,"R",0.25
"657","Melaleuca quinquenervia","NSW1079747",1406,"3/02/2026","24/02/2026","Y","Y","Y","R",78,"MS",58.5
"658","Melaleuca quinquenervia","NSW1079747",1407,"3/02/2026","24/02/2026","N","N","Y","UR",69,"HR",0
"659","Melaleuca quinquenervia","NSW1079747",1408,"3/02/2026","24/02/2026","N","Y","N","R",65,"MS",48.75
"660","Melaleuca quinquenervia","NSW1079747",1409,"3/02/2026","24/02/2026","N","Y","Y","R",56,"R",14
"661","Melaleuca quinquenervia","NSW1079747",1411,"3/02/2026","24/02/2026","N","N","Y","R",79,"MS",59.25
"662","Melaleuca quinquenervia","NSW1079747",1412,"3/02/2026","24/02/2026","N","N","Y","N",45,"S",39.375
"663","Melaleuca quinquenervia","NSW1079747",1413,"3/02/2026","24/02/2026","N","Y","Y","Mix",39,"R",9.75
"664","Melaleuca quinquenervia","NSW1079747",1415,"3/02/2026","24/02/2026","Y","N","Y","N",96,"R",24
"665","Melaleuca quinquenervia","NSW1079747",1416,"3/02/2026","24/02/2026","Y","N","N","UR",32,"R",8
"666","Melaleuca quinquenervia","NSW1079748",1421,"3/02/2026","24/02/2026","Y","Y","N","Mix",97,"HR",0
"667","Melaleuca quinquenervia","NSW1079748",1422,"3/02/2026","24/02/2026","Y","Y","N","Mix",54,"HR",0
"668","Melaleuca quinquenervia","NSW1079748",1423,"3/02/2026","24/02/2026","N","N","Y","UR",44,"HR",0
"669","Melaleuca quinquenervia","NSW1079750",1429,"3/02/2026","24/02/2026","N","N","N","N",63,"MS",47.25
"670","Melaleuca quinquenervia","NSW1079750",1430,"3/02/2026","24/02/2026","Y","Y","Y","R",71,"R",17.75
"671","Melaleuca quinquenervia","NSW1079750",1431,"3/02/2026","24/02/2026","Y","Y","N","UR",8,"MS",6
"672","Melaleuca quinquenervia","NSW1079750",1432,"3/02/2026","24/02/2026","Y","N","N","Mix",64,"MS",48
"673","Melaleuca quinquenervia","NSW1079750",1433,"3/02/2026","24/02/2026","N","N","N","UR",89,"R",22.25
"674","Melaleuca quinquenervia","NSW1079750",1434,"3/02/2026","24/02/2026","N","Y","Y","UR",97,"MS",72.75
"675","Melaleuca quinquenervia","NSW1079750",1436,"3/02/2026","24/02/2026","Y","Y","N","N",0,"HR",0
"676","Melaleuca quinquenervia","NSW1079750",1437,"3/02/2026","24/02/2026","N","Y","N","Mix",21,"MS",15.75
"677","Melaleuca quinquenervia","NSW1079750",1438,"3/02/2026","24/02/2026","Y","Y","N","N",9,"R",2.25
"678","Melaleuca quinquenervia","NSW1079751",1441,"3/02/2026","24/02/2026","N","N","N","UR",87,"MS",65.25
"679","Melaleuca quinquenervia","NSW1079751",1442,"3/02/2026","24/02/2026","N","Y","N","R",8,"S",7
"680","Melaleuca quinquenervia","NSW1079751",1443,"3/02/2026","24/02/2026","N","N","N","Mix",68,"R",17
"681","Melaleuca quinquenervia","NSW1079751",1444,"3/02/2026","24/02/2026","Y","Y","Y","UR",46,"R",11.5
"682","Melaleuca quinquenervia","NSW1079751",1446,"3/02/2026","24/02/2026","N","N","Y","N",73,"R",18.25
"683","Melaleuca quinquenervia","NSW1079751",1447,"3/02/2026","24/02/2026","Y","Y","Y","UR",10,"HR",0
"684","Melaleuca quinquenervia","NSW1079751",1449,"3/02/2026","24/02/2026","Y","Y","N","Mix",38,"HR",0
"685","Melaleuca quinquenervia","NSW1079751",1451,"3/02/2026","24/02/2026","N","N","Y","UR",73,"HR",0
"686","Melaleuca quinquenervia","NSW1079751",1452,"3/02/2026","24/02/2026","N","Y","N","UR",23,"MS",17.25
"687","Melaleuca quinquenervia","NSW1079752",1462,"3/02/2026","24/02/2026","Y","Y","Y","N",3,"R",0.75
"688","Melaleuca quinquenervia","NSW1079752",1464,"3/02/2026","24/02/2026","N","Y","N","R",55,"MS",41.25
"689","Melaleuca quinquenervia","NSW1079753",1467,"3/02/2026","24/02/2026","N","N","N","Mix",69,"HR",0
"690","Melaleuca quinquenervia","NSW1079753",1468,"3/02/2026","24/02/2026","N","Y","N","N",31,"MS",23.25
"691","Melaleuca quinquenervia","NSW1079753",1470,"3/02/2026","24/02/2026","N","Y","Y","Mix",100,"R",25
"692","Melaleuca quinquenervia","NSW1079753",1472,"3/02/2026","24/02/2026","Y","Y","Y","UR",79,"MS",59.25
"693","Melaleuca quinquenervia","NSW1079753",1473,"3/02/2026","24/02/2026","Y","Y","Y","N",18,"S",15.75
"694","Melaleuca quinquenervia","NSW1079755",1478,"3/02/2026","24/02/2026","Y","N","Y","N",64,"R",16
"695","Melaleuca quinquenervia","NSW1079755",1479,"3/02/2026","24/02/2026","N","Y","N","N",34,"R",8.5
"696","Melaleuca quinquenervia","NSW1079755",1481,"3/02/2026","24/02/2026","Y","N","Y","Mix",86,"R",21.5
"697","Melaleuca quinquenervia","NSW1079755",1484,"3/02/2026","24/02/2026","N","Y","N","R",77,"HR",0
"698","Melaleuca quinquenervia","NSW1079755",1488,"3/02/2026","24/02/2026","Y","N","Y","UR",60,"HR",0
"699","Melaleuca quinquenervia","NSW1079756",1489,"3/02/2026","24/02/2026","Y","Y","Y","R",89,"HR",0
"700","Melaleuca quinquenervia","NSW1079756",1490,"3/02/2026","24/02/2026","N","N","N","N",22,"MS",16.5
"701","Melaleuca quinquenervia","NSW1079756",1493,"3/02/2026","24/02/2026","N","Y","Y","UR",74,"R",18.5
"702","Melaleuca quinquenervia","NSW1079756",1496,"3/02/2026","24/02/2026","N","N","Y","R",5,"MS",3.75
"703","Melaleuca quinquenervia","NSW1079756",1498,"3/02/2026","24/02/2026","Y","Y","Y","Mix",22,"R",5.5
